"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"	"variable1"
"41"	2	"I_2"	"I"	2012	"nitrifd_F"	-0.02605	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"42"	2	"I_2"	"I"	2012	"minzd_F"	0.08765	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"43"	2	"I_2"	"I"	2012	"soilmoi_F"	13.13215	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"44"	2	"I_2"	"I"	2012	"som_F"	5.2169	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"45"	2	"I_2"	"I"	2012	"ph_F"	5.985	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"46"	2	"I_2"	"I"	2013	"nhi_F"	1.895	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"47"	2	"I_2"	"I"	2013	"noi_F"	0.6375	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"48"	2	"I_2"	"I"	2013	"toti_F"	2.53245	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"49"	2	"I_2"	"I"	2013	"ammonifd_F"	0.32675	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"50"	2	"I_2"	"I"	2013	"nitrifd_F"	0.10815	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"51"	2	"I_2"	"I"	2013	"minzd_F"	0.4349	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"52"	2	"I_2"	"I"	2013	"soilmoi_F"	15.65375	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"53"	2	"I_2"	"I"	2013	"som_F"	5.408	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"54"	2	"I_2"	"I"	2013	"ph_F"	6.96	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"55"	2	"N_2"	"N"	2012	"nhi_F"	1.63115	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"56"	2	"N_2"	"N"	2012	"noi_F"	2.3567	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"57"	2	"N_2"	"N"	2012	"toti_F"	3.98785	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"58"	2	"N_2"	"N"	2012	"ammonifd_F"	0.01665	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"59"	2	"N_2"	"N"	2012	"nitrifd_F"	0.01115	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"60"	2	"N_2"	"N"	2012	"minzd_F"	0.02775	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"61"	2	"N_2"	"N"	2012	"soilmoi_F"	9.01115	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"62"	2	"N_2"	"N"	2012	"som_F"	3.6899	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"63"	2	"N_2"	"N"	2012	"ph_F"	5.7275	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"64"	2	"N_2"	"N"	2013	"nhi_F"	2.5882	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"65"	2	"N_2"	"N"	2013	"noi_F"	0.5909	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"66"	2	"N_2"	"N"	2013	"toti_F"	3.1791	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"67"	2	"N_2"	"N"	2013	"ammonifd_F"	-0.0105	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"68"	2	"N_2"	"N"	2013	"nitrifd_F"	0.08725	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"69"	2	"N_2"	"N"	2013	"minzd_F"	0.07675	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"70"	2	"N_2"	"N"	2013	"soilmoi_F"	13.52115	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"71"	2	"N_2"	"N"	2013	"som_F"	4.7671	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"72"	2	"N_2"	"N"	2013	"ph_F"	6.7075	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"73"	3	"I_3"	"I"	2012	"nhi_F"	1.75925	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"74"	3	"I_3"	"I"	2012	"noi_F"	2.5265	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"75"	3	"I_3"	"I"	2012	"toti_F"	4.28575	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"76"	3	"I_3"	"I"	2012	"ammonifd_F"	-0.03885	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"77"	3	"I_3"	"I"	2012	"nitrifd_F"	0.0348	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"78"	3	"I_3"	"I"	2012	"minzd_F"	-0.0041	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"79"	3	"I_3"	"I"	2012	"soilmoi_F"	7.729	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"80"	3	"I_3"	"I"	2012	"som_F"	3.46415	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"81"	3	"I_3"	"I"	2012	"ph_F"	6.0825	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"82"	3	"I_3"	"I"	2013	"nhi_F"	2.44385	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"83"	3	"I_3"	"I"	2013	"noi_F"	0.8158	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"84"	3	"I_3"	"I"	2013	"toti_F"	3.2596	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"85"	3	"I_3"	"I"	2013	"ammonifd_F"	0.0785	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"86"	3	"I_3"	"I"	2013	"nitrifd_F"	0.0914	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"87"	3	"I_3"	"I"	2013	"minzd_F"	0.1699	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"88"	3	"I_3"	"I"	2013	"soilmoi_F"	17.65975	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"89"	3	"I_3"	"I"	2013	"som_F"	5.0098	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"90"	3	"I_3"	"I"	2013	"ph_F"	6.82	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"91"	3	"N_3"	"N"	2012	"nhi_F"	1.708	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"92"	3	"N_3"	"N"	2012	"noi_F"	2.4111	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"93"	3	"N_3"	"N"	2012	"toti_F"	4.1191	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"94"	3	"N_3"	"N"	2012	"ammonifd_F"	0.23445	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"95"	3	"N_3"	"N"	2012	"nitrifd_F"	0.01765	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"96"	3	"N_3"	"N"	2012	"minzd_F"	0.2521	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"971"	3	"N_3"	"N"	2012	"soilmoi_F"	7.8766	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"98"	3	"N_3"	"N"	2012	"som_F"	4.79085	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"99"	3	"N_3"	"N"	2012	"ph_F"	5.9675	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1001"	3	"N_3"	"N"	2013	"nhi_F"	2.25815	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"101"	3	"N_3"	"N"	2013	"noi_F"	0.76045	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"102"	3	"N_3"	"N"	2013	"toti_F"	3.0186	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1031"	3	"N_3"	"N"	2013	"ammonifd_F"	0.1136	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"104"	3	"N_3"	"N"	2013	"nitrifd_F"	0.26735	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"105"	3	"N_3"	"N"	2013	"minzd_F"	0.38095	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1061"	3	"N_3"	"N"	2013	"soilmoi_F"	15.8286	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"107"	3	"N_3"	"N"	2013	"som_F"	5.7318	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"108"	3	"N_3"	"N"	2013	"ph_F"	6.595	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1091"	4	"I_4"	"I"	2012	"nhi_F"	1.6644	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"110"	4	"I_4"	"I"	2012	"noi_F"	2.1149	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"111"	4	"I_4"	"I"	2012	"toti_F"	3.7793	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1121"	4	"I_4"	"I"	2012	"ammonifd_F"	0.00085	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"113"	4	"I_4"	"I"	2012	"nitrifd_F"	0.051	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"114"	4	"I_4"	"I"	2012	"minzd_F"	0.05185	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1151"	4	"I_4"	"I"	2012	"soilmoi_F"	7.5887	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"116"	4	"I_4"	"I"	2012	"som_F"	4.9135	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"117"	4	"I_4"	"I"	2012	"ph_F"	6.195	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1181"	4	"I_4"	"I"	2013	"nhi_F"	3.5654	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"119"	4	"I_4"	"I"	2013	"noi_F"	0.79585	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"120"	4	"I_4"	"I"	2013	"toti_F"	4.36125	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1211"	4	"I_4"	"I"	2013	"ammonifd_F"	0.1375	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"122"	4	"I_4"	"I"	2013	"nitrifd_F"	0.0766	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"123"	4	"I_4"	"I"	2013	"minzd_F"	0.2141	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1241"	4	"I_4"	"I"	2013	"soilmoi_F"	17.2841	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"125"	4	"I_4"	"I"	2013	"som_F"	4.60295	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"126"	4	"I_4"	"I"	2013	"ph_F"	6.95	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1271"	4	"N_4"	"N"	2012	"nhi_F"	2.32615	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"128"	4	"N_4"	"N"	2012	"noi_F"	1.95	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"129"	4	"N_4"	"N"	2012	"toti_F"	4.27615	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1301"	4	"N_4"	"N"	2012	"ammonifd_F"	-0.0206	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"131"	4	"N_4"	"N"	2012	"nitrifd_F"	0.026	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"132"	4	"N_4"	"N"	2012	"minzd_F"	0.0054	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1331"	4	"N_4"	"N"	2012	"soilmoi_F"	10.087	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"134"	4	"N_4"	"N"	2012	"som_F"	4.9836	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"135"	4	"N_4"	"N"	2012	"ph_F"	6.3575	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1361"	4	"N_4"	"N"	2013	"nhi_F"	1.4736	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"137"	4	"N_4"	"N"	2013	"noi_F"	0.86165	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"138"	4	"N_4"	"N"	2013	"toti_F"	2.33525	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1391"	4	"N_4"	"N"	2013	"ammonifd_F"	-0.06335	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"140"	4	"N_4"	"N"	2013	"nitrifd_F"	0.2893	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"141"	4	"N_4"	"N"	2013	"minzd_F"	0.22595	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1421"	4	"N_4"	"N"	2013	"soilmoi_F"	20.6694	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"143"	4	"N_4"	"N"	2013	"som_F"	6.39735	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"144"	4	"N_4"	"N"	2013	"ph_F"	6.675	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1451"	5	"I_5"	"I"	2012	"nhi_F"	1.58	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"146"	5	"I_5"	"I"	2012	"noi_F"	2.3308	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"147"	5	"I_5"	"I"	2012	"toti_F"	3.91075	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1481"	5	"I_5"	"I"	2012	"ammonifd_F"	-0.0263	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"149"	5	"I_5"	"I"	2012	"nitrifd_F"	0.1292	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"150"	5	"I_5"	"I"	2012	"minzd_F"	0.1581	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1511"	5	"I_5"	"I"	2012	"soilmoi_F"	9.6603	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"152"	5	"I_5"	"I"	2012	"som_F"	4.0896	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"153"	5	"I_5"	"I"	2012	"ph_F"	6.205	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1541"	5	"I_5"	"I"	2013	"nhi_F"	1.9641	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"155"	5	"I_5"	"I"	2013	"noi_F"	0.72535	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"156"	5	"I_5"	"I"	2013	"toti_F"	2.6895	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1571"	5	"I_5"	"I"	2013	"ammonifd_F"	0.29025	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"158"	5	"I_5"	"I"	2013	"nitrifd_F"	0.24425	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"159"	5	"I_5"	"I"	2013	"minzd_F"	0.53445	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1601"	5	"I_5"	"I"	2013	"soilmoi_F"	14.58735	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"161"	5	"I_5"	"I"	2013	"som_F"	4.27045	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"162"	5	"I_5"	"I"	2013	"ph_F"	6.675	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1631"	5	"N_5"	"N"	2012	"nhi_F"	5.9317	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"164"	5	"N_5"	"N"	2012	"noi_F"	2.50415	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"165"	5	"N_5"	"N"	2012	"toti_F"	8.43585	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1661"	5	"N_5"	"N"	2012	"ammonifd_F"	0.0565	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"167"	5	"N_5"	"N"	2012	"nitrifd_F"	0.152	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"168"	5	"N_5"	"N"	2012	"minzd_F"	0.20845	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1691"	5	"N_5"	"N"	2012	"soilmoi_F"	10.7572	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"170"	5	"N_5"	"N"	2012	"som_F"	5.99795	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"171"	5	"N_5"	"N"	2012	"ph_F"	6.075	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1721"	5	"N_5"	"N"	2013	"nhi_F"	1.0683	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"173"	5	"N_5"	"N"	2013	"noi_F"	1.21365	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"174"	5	"N_5"	"N"	2013	"toti_F"	2.28195	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"1751"	5	"N_5"	"N"	2013	"ammonifd_F"	-0.03185	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"176"	5	"N_5"	"N"	2013	"nitrifd_F"	0.44715	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"177"	5	"N_5"	"N"	2013	"minzd_F"	0.4153	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"1781"	5	"N_5"	"N"	2013	"soilmoi_F"	13.92375	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"179"	5	"N_5"	"N"	2013	"som_F"	4.0157	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"180"	5	"N_5"	"N"	2013	"ph_F"	6.28	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"1811"	6	"I_6"	"I"	2012	"nhi_F"	2.01735	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"182"	6	"I_6"	"I"	2012	"noi_F"	1.49145	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"183"	6	"I_6"	"I"	2012	"toti_F"	3.5088	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"1841"	6	"I_6"	"I"	2012	"ammonifd_F"	-0.01505	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"185"	6	"I_6"	"I"	2012	"nitrifd_F"	0.06945	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"186"	6	"I_6"	"I"	2012	"minzd_F"	0.0544	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"1871"	6	"I_6"	"I"	2012	"soilmoi_F"	6.90085	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"188"	6	"I_6"	"I"	2012	"som_F"	3.53295	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"189"	6	"I_6"	"I"	2012	"ph_F"	6.1175	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"1901"	6	"I_6"	"I"	2013	"nhi_F"	0.9218	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"191"	6	"I_6"	"I"	2013	"noi_F"	0.32065	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"192"	6	"I_6"	"I"	2013	"toti_F"	1.24245	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"193"	6	"I_6"	"I"	2013	"ammonifd_F"	0.02145	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"194"	6	"I_6"	"I"	2013	"nitrifd_F"	0.13185	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"195"	6	"I_6"	"I"	2013	"minzd_F"	0.15335	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"196"	6	"I_6"	"I"	2013	"soilmoi_F"	15.09735	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"197"	6	"I_6"	"I"	2013	"som_F"	3.07805	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"198"	6	"I_6"	"I"	2013	"ph_F"	6.725	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"199"	6	"N_6"	"N"	2012	"nhi_F"	2.14765	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"200"	6	"N_6"	"N"	2012	"noi_F"	1.61595	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"201"	6	"N_6"	"N"	2012	"toti_F"	3.7636	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"202"	6	"N_6"	"N"	2012	"ammonifd_F"	-0.02745	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"203"	6	"N_6"	"N"	2012	"nitrifd_F"	0.059	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"204"	6	"N_6"	"N"	2012	"minzd_F"	0.0315	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"205"	6	"N_6"	"N"	2012	"soilmoi_F"	7.6533	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"206"	6	"N_6"	"N"	2012	"som_F"	3.5681	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"207"	6	"N_6"	"N"	2012	"ph_F"	5.6525	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"208"	6	"N_6"	"N"	2013	"nhi_F"	0.64255	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"209"	6	"N_6"	"N"	2013	"noi_F"	0.48435	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"210"	6	"N_6"	"N"	2013	"toti_F"	1.12685	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"211"	6	"N_6"	"N"	2013	"ammonifd_F"	0.00855	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"212"	6	"N_6"	"N"	2013	"nitrifd_F"	0.19985	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"213"	6	"N_6"	"N"	2013	"minzd_F"	0.20845	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"214"	6	"N_6"	"N"	2013	"soilmoi_F"	13.92695	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"215"	6	"N_6"	"N"	2013	"som_F"	2.96005	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"216"	6	"N_6"	"N"	2013	"ph_F"	6.5125	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"217"	7	"I_7"	"I"	2012	"nhi_F"	2.01315	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"218"	7	"I_7"	"I"	2012	"noi_F"	3.16685	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"219"	7	"I_7"	"I"	2012	"toti_F"	5.18	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"220"	7	"I_7"	"I"	2012	"ammonifd_F"	-0.0561	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"221"	7	"I_7"	"I"	2012	"nitrifd_F"	0.2916	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"222"	7	"I_7"	"I"	2012	"minzd_F"	0.2355	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"223"	7	"I_7"	"I"	2012	"soilmoi_F"	28.7316	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"224"	7	"I_7"	"I"	2012	"som_F"	8.82695	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"225"	7	"I_7"	"I"	2012	"ph_F"	5.5775	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"226"	7	"I_7"	"I"	2013	"nhi_F"	2.7038	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
"227"	7	"I_7"	"I"	2013	"noi_F"	1.5022	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_I"
"228"	7	"I_7"	"I"	2013	"toti_F"	4.206	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_I"
"229"	7	"I_7"	"I"	2013	"ammonifd_F"	-0.1769	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_I"
"230"	7	"I_7"	"I"	2013	"nitrifd_F"	0.4122	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_I"
"231"	7	"I_7"	"I"	2013	"minzd_F"	0.2353	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_I"
"232"	7	"I_7"	"I"	2013	"soilmoi_F"	37.9586	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_I"
"233"	7	"I_7"	"I"	2013	"som_F"	7.89375	"aggregated by depth"	"measCat"	"plothalf"	"som_F_I"
"234"	7	"I_7"	"I"	2013	"ph_F"	5.5575	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_I"
"235"	7	"N_7"	"N"	2012	"nhi_F"	2.06825	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"236"	7	"N_7"	"N"	2012	"noi_F"	3.7812	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"237"	7	"N_7"	"N"	2012	"toti_F"	5.84945	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"238"	7	"N_7"	"N"	2012	"ammonifd_F"	-0.0671	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"239"	7	"N_7"	"N"	2012	"nitrifd_F"	0.5127	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"240"	7	"N_7"	"N"	2012	"minzd_F"	0.4456	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"241"	7	"N_7"	"N"	2012	"soilmoi_F"	31.80755	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"242"	7	"N_7"	"N"	2012	"som_F"	8.50645	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"243"	7	"N_7"	"N"	2012	"ph_F"	5.855	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"244"	7	"N_7"	"N"	2013	"nhi_F"	2.17755	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_N"
"245"	7	"N_7"	"N"	2013	"noi_F"	2.18205	"aggregated by depth"	"measCat"	"plothalf"	"noi_F_N"
"246"	7	"N_7"	"N"	2013	"toti_F"	4.35965	"aggregated by depth"	"measCat"	"plothalf"	"toti_F_N"
"247"	7	"N_7"	"N"	2013	"ammonifd_F"	-0.12695	"aggregated by depth"	"measCat"	"plothalf"	"ammonifd_F_N"
"248"	7	"N_7"	"N"	2013	"nitrifd_F"	0.93605	"aggregated by depth"	"measCat"	"plothalf"	"nitrifd_F_N"
"249"	7	"N_7"	"N"	2013	"minzd_F"	0.80905	"aggregated by depth"	"measCat"	"plothalf"	"minzd_F_N"
"250"	7	"N_7"	"N"	2013	"soilmoi_F"	37.0359	"aggregated by depth"	"measCat"	"plothalf"	"soilmoi_F_N"
"251"	7	"N_7"	"N"	2013	"som_F"	6.86355	"aggregated by depth"	"measCat"	"plothalf"	"som_F_N"
"252"	7	"N_7"	"N"	2013	"ph_F"	6.1825	"aggregated by depth"	"measCat"	"plothalf"	"ph_F_N"
"253"	8	"I_8"	"I"	2012	"nhi_F"	2.074	"aggregated by depth"	"measCat"	"plothalf"	"nhi_F_I"
