"year"	"plothalfid"	"plothalfname"	"plotid"	"plotname"	"inv"	"depth"	"variable"	"value"
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"soilmoi"	9.1743
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"soilmoi"	26.2963
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"soilmoi"	17.8349
"2011"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"F"	"soilmoi"	21.0938
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"soilmoi"	23.7942
"2011"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"F"	"soilmoi"	13.6187
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"soilmoi"	10.7407
"2011"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"F"	"soilmoi"	11.7021
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"soilmoi"	8.8983
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"soilmoi"	17.3202
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"soilmoi"	30.2913
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"soilmoi"	16.791
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"soilmoi"	14.8289
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"soilmoi"	16.5992
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"soilmoi"	15.3846
"2011"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"F"	"soilmoi"	21.8659
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"soilmoi"	13.1034
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"soilmoi"	10.3448
"2011"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"F"	"soilmoi"	13.0564
"2011"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"F"	"soilmoi"	14.1463
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"soilmoi"	15.4321
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"soilmoi"	19.7492
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"soilmoi"	17.974
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"soilmoi"	9.1324
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"soilmoi"	13.6691
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"soilmoi"	13.7931
"2011"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"F"	"soilmoi"	19.0476
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"soilmoi"	9.7323
"2011"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"F"	"soilmoi"	13.3903
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"soilmoi"	18.5053
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"soilmoi"	15.7982
"2011"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"F"	"soilmoi"	12.7737
"2011"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"F"	"soilmoi"	11.2245
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"soilmoi"	28.1961
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"soilmoi"	18.1782
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"soilmoi"	8.8542
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"soilmoi"	12.4444
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"soilmoi"	17.9993
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"soilmoi"	18.0576
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"soilmoi"	19.0836
"2011"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"F"	"soilmoi"	15.4472
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"soilmoi"	28.0992
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"soilmoi"	12.6374
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"soilmoi"	15.3333
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"soilmoi"	22.2744
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"soilmoi"	27.616
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"soilmoi"	14.5985
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"soilmoi"	19.3182
"2011"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"F"	"soilmoi"	12.6316
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"soilmoi"	14.0562
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"soilmoi"	17.316
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"soilmoi"	12.5906
"2011"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"F"	"soilmoi"	10.0287
"2011"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"F"	"soilmoi"	9.6667
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"soilmoi"	12.4287
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"soilmoi"	12.3267
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"soilmoi"	18.7817
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"soilmoi"	14.9502
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"soilmoi"	20.9231
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"soilmoi"	19.0899
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"soilmoi"	7.6159
"2011"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"F"	"soilmoi"	14.0056
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"soilmoi"	10.757
"2011"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"F"	"soilmoi"	7.0539
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"soilmoi"	12.7652
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"soilmoi"	6.5789
"2011"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"F"	"soilmoi"	12.8676
"2011"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"F"	"soilmoi"	13.3333
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"soilmoi"	11.2566
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"soilmoi"	8.7786
"2011"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"F"	"soilmoi"	9.7744
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"soilmoi"	16.6099
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"soilmoi"	19.3955
"2011"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"F"	"soilmoi"	13.3858
"2011"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"F"	"soilmoi"	9.6774
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"soilmoi"	14.2125
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"soilmoi"	11.284
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"soilmoi"	17.3065
"2011"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"F"	"soilmoi"	9.1743
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"soilmoi"	14.0543
"2011"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"F"	"soilmoi"	10.3627
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"soilmoi"	8.3333
"2011"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"F"	"soilmoi"	13.354
"2011"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"F"	"soilmoi"	11.8705
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"soilmoi"	11.9632
"2011"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"F"	"soilmoi"	11.4754
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"soilmoi"	21.5512
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"soilmoi"	8.6223
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"soilmoi"	14.6814
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"soilmoi"	17.4802
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"soilmoi"	13.1367
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"soilmoi"	12.8788
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"soilmoi"	10.1279
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"soilmoi"	11.9469
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"soilmoi"	5.6338
"2011"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"F"	"soilmoi"	8.5987
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"soilmoi"	6.6038
"2011"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"F"	"soilmoi"	11.0368
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"soilmoi"	12.8662
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"soilmoi"	7.0866
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"soilmoi"	12.7441
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"soilmoi"	10.4247
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"soilmoi"	11.4391
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"soilmoi"	4.6693
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"soilmoi"	4.9618
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"soilmoi"	10.0126
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"soilmoi"	10.9051
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"soilmoi"	9.507
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"soilmoi"	12.2689
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"soilmoi"	12.5072
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"soilmoi"	7.4601
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"soilmoi"	11.1111
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"soilmoi"	9.3985
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"soilmoi"	10.5306
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"soilmoi"	9.1912
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"soilmoi"	10.6007
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"soilmoi"	7.2816
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"soilmoi"	6.8259
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"soilmoi"	9.8712
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"soilmoi"	9.7963
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"som"	17.8082
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"som"	16.2437
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"som"	14.4737
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"som"	11.6751
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"som"	11.3779
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"som"	11.2131
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"som"	11.1111
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"som"	10.9827
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"som"	10.5882
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"som"	10.4022
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"som"	10.4
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"som"	10.1626
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"som"	10.0806
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"som"	10.0503
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"som"	10
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"som"	9.84
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"som"	9.4937
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"som"	9.4044
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"som"	9.2827
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"som"	9.2382
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"som"	9.1398
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"som"	8.7248
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"som"	8.6486
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"som"	8.4967
"2011"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"F"	"som"	8.4337
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"som"	8.4259
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"som"	8.284
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"som"	8.2759
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"som"	8.0285
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"som"	7.9115
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"som"	7.7549
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"som"	7.6923
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"som"	7.6471
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"som"	7.5758
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"som"	7.563
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"som"	7.5326
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"som"	7.489
"2011"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"F"	"som"	7.4468
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"som"	7.3394
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"som"	7.3325
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"som"	7.2539
"2011"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"F"	"som"	7.2034
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"som"	7.1217
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"som"	7.1081
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"som"	7.0866
"2011"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"F"	"som"	7.037
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"som"	6.9579
"2011"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"F"	"som"	6.8182
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"som"	6.7716
"2011"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"F"	"som"	6.6929
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"som"	6.5824
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"som"	6.5693
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"som"	6.4898
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"som"	6.454
"2011"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"F"	"som"	6.4516
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"som"	6.4473
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"som"	6.383
"2011"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"F"	"som"	6.2827
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"som"	6.1611
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"som"	6.0606
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"som"	6.0606
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"som"	6.0302
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"som"	6.0295
"2011"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"F"	"som"	5.9406
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"som"	5.9072
"2011"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"F"	"som"	5.8559
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"som"	5.8091
"2011"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"F"	"som"	5.6225
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"som"	5.5814
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"som"	5.4845
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"som"	5.3853
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"som"	5.3812
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"som"	5.3571
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"som"	5.3398
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"som"	5.303
"2011"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"F"	"som"	5.2239
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"som"	5.1587
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"som"	5.1282
"2011"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"F"	"som"	5.1195
"2011"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"F"	"som"	5.1136
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"som"	5.1095
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"som"	5.0781
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"som"	5.0348
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"som"	5.0251
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"som"	5
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"som"	5
"2011"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"F"	"som"	4.9774
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"som"	4.9546
"2011"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"F"	"som"	4.9342
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"som"	4.8035
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"som"	4.666
"2011"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"F"	"som"	4.6025
"2011"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"F"	"som"	4.5977
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"som"	4.5962
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"som"	4.5783
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"som"	4.5714
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"som"	4.5685
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"som"	4.5351
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"som"	4.5265
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"som"	4.495
"2011"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"F"	"som"	4.4872
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"som"	4.4444
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"som"	4.4025
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"som"	4.3307
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"som"	4.3159
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"som"	4.3011
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"som"	4.2735
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"som"	4.2254
"2011"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"F"	"som"	4.2169
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"som"	4.2056
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"som"	4.1885
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"som"	4.1451
"2011"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"F"	"som"	4.1401
"2011"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"F"	"som"	4.059
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"som"	4.0453
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"som"	4.0422
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"som"	4
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"som"	3.9063
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"som"	3.8911
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"som"	3.8911
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"som"	3.5842
"2011"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"F"	"som"	3.5831
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"som"	3.5714
"2011"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"F"	"som"	3.5714
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"som"	3.5521
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"som"	3.5211
"2011"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"F"	"som"	3.3755
"2011"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"F"	"som"	3.3654
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"som"	3.3506
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"som"	3.3473
"2011"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"F"	"som"	3.3333
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"som"	3.3122
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"som"	3.2812
"2011"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"F"	"som"	3.1818
"2011"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"F"	"som"	3.1746
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"som"	3.1343
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"som"	3.0702
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"som"	3.0561
"2011"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"F"	"som"	3.0303
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"som"	2.9547
"2011"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"F"	"som"	2.8902
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"som"	2.8708
"2011"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"F"	"som"	2.8674
"2011"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"F"	"som"	2.8571
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"som"	2.7875
"2011"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"F"	"som"	2.7778
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"som"	2.7766
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"som"	2.7692
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"som"	2.7417
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"som"	2.7178
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"som"	2.6235
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"som"	2.6087
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"som"	2.5385
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"som"	2.5126
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"som"	2.4876
"2011"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"F"	"som"	2.439
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"som"	2.3569
"2011"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"F"	"som"	2.2556
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"som"	2.2263
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"som"	2.1186
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"som"	2.1155
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"som"	2.0936
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"som"	2.0833
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"som"	2.0408
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"som"	2.008
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"som"	2.0019
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"som"	1.9584
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"som"	1.9455
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"som"	1.9157
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"som"	1.7787
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"som"	1.6775
